name,link,reviews
متحف الدمام الاقليمي,https://www.google.com/maps/place/متحف+الدمام+الاقليمي,35
متحف الفلوة والجوهرة للتراث,https://www.google.com/maps/place/متحف+الفلوة+والجوهرة+للتراث,314
